rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/0878835,Richard Mowe,FALSE,Boxoffice Magazine,Fresh,5-Mar,3/24/2010,"The tone is low-key but very funny. Yet, at the same time, the film also manages to have a sardonic edge."
m/0878835,Brent Simon,FALSE,Shared Darkness,Fresh,5-Apr,4/2/2010,"Of a piece with Nicole Holofcener's three other films -- talky, urbane ensemble flicks that elicit quiet but deeply sincere smiles and laughs, and just as often showcase hushed moments of pinprick vulnerability."
m/0878835,Ethan Alter,FALSE,Film Journal International,Fresh,,4/21/2010,"A witty and observant comedy of manners, Please Give is another understated gem from writer-director Nicole Holofcener."
m/0878835,Harvey S. Karten,FALSE,Compuserve,Fresh,B+,4/22/2010,Solid ensemble work with an especially good Catherine Keener.
m/0878835,Stephen Whitty,TRUE,Newark Star-Ledger,Fresh,4-Mar,4/23/2010,"It's a tricky kind of social satire, its possibly cloying self-absorption cut only by some winningly awkward characters."
m/0878835,Emanuel Levy,FALSE,EmanuelLevy.Com,Fresh,B+,4/26/2010,"The fourth teaming of gifted indie filmmaker Holofcener and talented actress Keener is a timely, sharply observed, femme-driven serio-comedy about postmodern capitalistic lifestyles with all their joys, guilts, complexities and contradictions."
m/0878835,Andrew Schenker,FALSE,Slant Magazine,Rotten,4-Jan,4/26/2010,"Ah, the guilt of the privileged."
m/0878835,David Edelstein,TRUE,New York Magazine/Vulture,Fresh,,4/26/2010,An engagingly high-strung comedy about lack of empathy and the gnawing guilt that can attend it.
m/0878835,J. Hoberman,TRUE,Village Voice,Fresh,,4/27/2010,Holofcener's humorous interest in yupscale entitlem.ent and its discontents mark her as a descendant of Woody Allen
m/0878835,Armond White,FALSE,New York Press,Fresh,,4/28/2010,"Please Give is specific about its middle-class, white, Manhattan characters but it's also universal in the way one social class' anxieties are understood rather than simply celebrated."
m/0878835,Frederic and Mary Ann Brussat,FALSE,Spirituality & Practice,Fresh,5-May,4/28/2010,One of the best movies ever about guilt as the guardian of our goodness and a sign of our yearning to belong to the larger world.
m/0878835,Joshua Rothkopf,TRUE,Time Out,Fresh,5-Mar,4/28/2010,"[Holofcener] has real sympathy -- characters that might have been brittle, mockable creations in another writer-director's hands gain resonance here."
m/0878835,Rex Reed,TRUE,Observer,Rotten,,4/28/2010,"At a time when every penny counts, where do they come up with the money to finance a movie this boring?"
m/0878835,Elizabeth Weitzman,TRUE,New York Daily News,Fresh,5-Apr,4/29/2010,"Such fine-tuned observation requires the ideal interpreter. Keener has always been Holofcener's muse, and once again offers the sort of fully crafted portrait that reminds us how shallow most movies really are."
m/0878835,Kenneth Turan,TRUE,Los Angeles Times,Fresh,5-Apr,4/29/2010,"With her new film, the poignant and funny Please Give, Holofcener is at the top of her game."
m/0878835,Claudia Puig,TRUE,USA Today,Fresh,,4/29/2010,"Sometimes -- and far too rarely -- a film will hit all the right notes, with sharp, original dialogue, brilliant casting and an absorbing story. So caught up in its spell, you dread seeing the credits roll. Please Give is that movie."
m/0878835,Geoff Berkshire,FALSE,Metromix.com,Fresh,5-Apr,4/29/2010,"Listening to the banter in Please Give feels like eavesdropping on natural conversations, shaped and selected by a skilled storyteller."
m/0878835,Laura Clifford,FALSE,Reeling Reviews,Fresh,B+,4/29/2010,"With the romantic notion of the deceased 'haunting' their furniture..., the director at once adds some ethereal spirituality and an earthbound connection between people and their possessions."
m/0878835,Jesse Hassenger,FALSE,Filmcritic.com,Fresh,3.5/5,4/29/2010,"Keener, Peet, and Hall are so strong, so empathetic even at their weakes"
m/0878835,Noel Murray,TRUE,AV Club,Fresh,A-,4/29/2010,Some people might find it distasteful to make a movie about guilty rich folks who give themselves permission to splurge. Others will rightly appreciate the honesty.
m/0878835,Marshall Fine,FALSE,Hollywood & Fine,Fresh,,4/29/2010,Holofcener's deliciously understated film takes a miniaturist's pleasure in getting the details right.
m/0878835,Richard Roeper,TRUE,Ebert & Roeper,Fresh,4.5/5,4/30/2010,"One of the best movies of the year so far. An insightful, darkly funny and multi-layered character study about class and family."
m/0878835,Manohla Dargis,TRUE,New York Times,Fresh,5-Mar,4/30/2010,"Few American filmmakers create female characters as realistically funny, attractively imperfect and flat-out annoying as does Ms. Holofcener."
m/0878835,Frank Swietek,FALSE,One Guy's Opinion,Fresh,B-,4/30/2010,"Hardly a treasure, but it offers some modest rewards."
m/0878835,Kyle Smith,TRUE,New York Post,Rotten,4-Feb,4/30/2010,Two possible ways of regarding Please Give: It's shallow. Or maybe it's deeply shallow.
m/0878835,Cynthia Fuchs,FALSE,PopMatters,Fresh,,4/30/2010,"If giving is always a relationship, giving also entails taking, whether in business, romance or family interactions."
m/0878835,Mary F. Pols,TRUE,TIME Magazine,Fresh,,4/30/2010,"Please Give is Holofcener's best movie to date. The slender plot presents itself without fuss, a slice of Manhattan life, a la Woody Allen's early, most engaging work."
m/0878835,Joe Morgenstern,TRUE,Wall Street Journal,Fresh,,4/30/2010,"This gorgeous film, always tender and sometimes dark, is a deeply resonant comic drama that's concerned with nothing less than life, death, love, sex, guilt and the urban logic of mortality."
m/0878835,,FALSE,National Post,Rotten,2.5/4,4/30/2010,
m/0878835,Avi Offer,FALSE,NYC Movie Guru,Rotten,5.78/10,5/1/2010,"Fleetingly amusing, charming and harmless with a terrific cast, but often meanders, lacks bite, and unevenly juggles comedy, drama and romance."
m/0878835,Annlee Ellingson,FALSE,Moving Pictures Magazine,Fresh,,5/1/2010,"Holofcener's touch isn't light, but it is funny in its exploration of materialism and guilt, vanity and aging."
m/0878835,Michael Phillips,TRUE,At the Movies,Rotten,,5/3/2010,"[Although] I think Holofcener's work is always interesting, I think this is the least satisfying of all her films I've seen."
m/0878835,A.O. Scott,TRUE,At the Movies,Fresh,,5/3/2010,"Brutally honest about the way people behave, and often devastatingly funny in its observations."
m/0878835,Kelly Vance,FALSE,East Bay Express,Fresh,,5/5/2010,Don't be put off by the bitchy-familiar chick-flick wrapper. This one's a keeper.
m/0878835,Peter Keough,FALSE,Boston Phoenix,Fresh,3.5/4,5/5/2010,Funny and heartbreaking.
m/0878835,James Verniere,FALSE,Boston Herald,Fresh,A,5/6/2010,"Forget the dreaded ""Sex and the City 2."" Holofcener's wonderful new film about mammograms, marriage, infidelity, child-rearing and waiting for the old lady next door to die so you can buy her sprawling, pre-WWII apartment is the most sophisticated America"
m/0878835,Ty Burr,TRUE,Boston Globe,Fresh,3.5/4,5/6/2010,"Please Give is a moral comedy that feels at times like one of the late Eric Rohmer's deceptively breezy miniatures, or a mid-period Woody Allen movie - the fussiness."
m/0878835,Amy Nicholson,TRUE,I.E. Weekly,Fresh,A,5/6/2010,"In its casual, disarming way, it's as deep and as grand a film as you'll find"
m/0878835,Josh Larsen,FALSE,LarsenOnFilm,Fresh,3.5/4,5/6/2010,Holofcener explores the contemporary female experience with a camera that is at once empathetic and merciless.
m/0878835,J. R. Jones,TRUE,Chicago Reader,Fresh,,5/6/2010,This is one of those rare movies that made me want to thank the person who did it.
m/0878835,Roger Ebert,TRUE,Chicago Sun-Times,Fresh,3.5/4,5/6/2010,"The movie is about imperfect characters in a difficult world, who mostly do the best they can under the circumstances, but not always. Do you realize what a revolutionary approach that is for a movie these days?"
m/0878835,Liz Braun,FALSE,Jam! Movies,Fresh,5-Apr,5/7/2010,"It's a wonderful movie full of people you wish you knew in real life, and like most of Holofcener's movies, it's a remarkable combination of comedy and tragedy."
m/0878835,Liam Lacey,TRUE,Globe and Mail,Fresh,4-Mar,5/7/2010,"Please Give is a series of such set-piece scenes, a breezy, though not negligible, exploration of the contest between avarice and empathy."
m/0878835,Peter Rainer,TRUE,Christian Science Monitor,Rotten,C+,5/7/2010,Only Rebecca Hall comes through with a genuineness that rises above Holofcener's doodlings.
m/0878835,Brian Tallerico,FALSE,HollywoodChicago.com,Fresh,5-Apr,5/7/2010,"Please Give proves that a film can be a spectacularly rewarding experience by just providing time spent with well-written, believable adult characters."
m/0878835,Peter Sobczynski,FALSE,eFilmCritic.com,Fresh,5-Apr,5/7/2010,It recognizes that a film about unpleasant people need not be unpleasant itself as long as it remembers not to make them uninteresting as well.
m/0878835,Alison Gang,FALSE,San Diego Union-Tribune,Fresh,4-Mar,5/7/2010,"As she has in four previous films, Holofcener smartly relies on Keener's talent to create a layered character who is neurotic and often inappropriate, but still good at her core."
m/0878835,Mick LaSalle,TRUE,San Francisco Chronicle,Rotten,4-Feb,5/7/2010,"Far from challenging, the film consoles the complacent, saying basically that you can do whatever you want, so long as you feel (or pretend to feel) a little guilty about it."
m/0878835,David Kaplan,FALSE,Kaplan vs. Kaplan,Fresh,,5/7/2010,"Holofcener has sprinkled in quite a lot of humor, without which the film may have been too overbearing. But it's not, and we enjoy the characters, partly because, in this 90 minute effort, they don't wear out their welcome."
m/0878835,Peter Howell,TRUE,Toronto Star,Rotten,1.5/4,5/7/2010,"Yet another ramble through the tiny world of the affluent and the idle, a particular fascination of Holofcener's. The only difference this time is the increased emphasis on morbidity."
m/0878835,Jeanne Kaplan,FALSE,Kaplan vs. Kaplan,Fresh,,5/7/2010,"While Holofcener's scenes are profoundly accurate and wildly amusing, they hit home like a sledge hammer to those of us who share these feelings."
m/0878835,Tim Brayton,FALSE,Antagony & Ecstasy,Fresh,10-Sep,5/12/2010,The combination of good-nature and light snark [make] Please Give maybe the strongest film of Holofcener's career.
m/0878835,Sam Adams,FALSE,Philadelphia City Paper,Rotten,,5/12/2010,"There's nothing wrong with asking audiences to make up their own minds, but Please Give doesn't even ask."
m/0878835,Carrie Rickey,TRUE,Philadelphia Inquirer,Fresh,4-Mar,5/13/2010,Some filmmakers make movies that hold up a mirror to nature. Nicole Holofcener makes seriocomedies that hold up a magnifying glass to human nature.
m/0878835,Jason Anderson,FALSE,eye WEEKLY,Fresh,5-Apr,5/13/2010,The film's premise yields a story that's insightful and engaging while touching on many other matters of love and money.
m/0878835,Tricia Olszewski,FALSE,Washington City Paper,Fresh,,5/14/2010,The characters and their varying viewpoints on the haves and have-nots are entertaining and thought-provoking.
m/0878835,Peter Travers,TRUE,Rolling Stone,Fresh,3.5/4,5/14/2010,There's no movie around right now with a subject more pertinent. It'll hit you hard.
m/0878835,Ann Hornaday,TRUE,Washington Post,Fresh,3.5/4,5/14/2010,Please Give is one of those movies that can be enjoyed simply for its funny portraits of human foibles and fumbling grasps at intimacy -- but it's also deceivingly profound.
m/0878835,Chris Hewitt,FALSE,St. Paul Pioneer Press,Fresh,3.5/4,5/14/2010,"It's a movie about guilt and family and what we mean when we say something is valuable, all of which are great subjects."
m/0878835,Jeff Meyers,FALSE,"Metro Times (Detroit, MI)",Fresh,B+,6/2/2010,A funny and pointed take of class anxieties from the Woody Allen school
m/0878835,Sean Burns,FALSE,Philadelphia Weekly,Fresh,,6/2/2010,"Nobody loves messy, human imperfections quite like writer-director Nicole Holofcener."
m/0878835,Shawn Levy,FALSE,Oregonian,Fresh,B+,6/3/2010,"There are laughs and moments of pain and many instances of embarrassing (and deeply human) behavior throughout, but there's also delicacy and grace..."
m/0878835,Chris Vognar,TRUE,Dallas Morning News,Fresh,4.5/5,6/4/2010,"Nicole Holofcener is frequently lauded for writing vivid female characters, but such praise doesn't really do justice to her full game."
m/0878835,Boo Allen,FALSE,Denton Record-Chronicle,Fresh,5-Apr,6/4/2010,"Touching, intelligent and full of charm and wit."
m/0878835,Bill Goodykoontz,TRUE,Arizona Republic,Fresh,4.5/5,6/4/2010,"Please Give is an almost perfectly rendered slice of life, buoyant with wonderful performances."
m/0878835,Kimberly Gadette,FALSE,Indie Movies Online,Fresh,8.5/10,6/4/2010,"While the characters contend with their precarious self-images, we can't help but reflect on ourselves as well. To borrow a cautionary phrase about that mirror: 'Objects may appear closer than they are.'"
m/0878835,David Nusair,FALSE,Reel Film Reviews,Fresh,4-Apr,6/6/2010,A tremendous leap forward for filmmaker Nicole Holofcener...
m/0878835,Jason Zingale,FALSE,Bullz-Eye.com,Fresh,3.5/5,6/9/2010,"[The script is] sharp and witty, but never forced, and features some of the best pure dialogue you'll hear this year."
m/0878835,Steve Ramos,FALSE,Milwaukee Journal Sentinel,Fresh,4-Mar,6/10/2010,"In Please Give, Keener is at her best. Let's hope her creative partnership with Holofcener continues."
m/0878835,Connie Ogle,TRUE,Miami Herald,Fresh,3.5/4,6/10/2010,"While Please Give is a film about conscience, it's also slyly funny, with piercing moments of insight and warmth."
m/0878835,Calvin Wilson,TRUE,St. Louis Post-Dispatch,Fresh,4-Apr,6/10/2010,"In a Holofcener film, the usual rules of screenwriting do not apply, which lends her work a lifelike quality that's particularly refreshing in this era of formulaic remakes and sequels."
m/0878835,Brian Orndorf,FALSE,BrianOrndorf.com,Fresh,B,6/10/2010,"Give thrives because of these professional efforts, which help to mold something strangely poignant and thrillingly neurotic out of a plot that should rightfully be nothing more than a cinematic air horn."
